xi,Repsi,log_mod_z,resid
-232.0,2.915682559423378,2.9158048003401005,-0.00012224091672230486
-231.75,2.9146043262144756,2.91472683099821,-0.00012250478373454499
-231.5,2.9135249290923046,2.9136476985983317,-0.00012276950602707615
-231.25,2.912444365541192,2.912567400628492,-0.00012303508730004964
-231.0,2.9113626330372973,2.9114859345685713,-0.00012330153127404486
-230.75,2.9102797290485807,2.9104032978902707,-0.00012356884169006932
-230.5,2.909195651034767,2.9093194880570743,-0.00012383702230733817
-230.25,2.9081103964473063,2.908234502524215,-0.0001241060769086033
-230.0,2.907023962729343,2.907148338738638,-0.00012437600929482429
-229.75,2.9059363473156763,2.9060609941389646,-0.00012464682328827692
-229.5,2.904847547632725,2.904972466155458,-0.00012491852273299742
-229.25,2.9037575610984914,2.9038827522099835,-0.0001251911114921178
-229.0,2.9026663851225223,2.9027918497159746,-0.00012546459345230687
-228.75,2.9015740171058755,2.901699756078395,-0.0001257389725193292
-228.5,2.9004804544410803,2.9006064686937014,-0.00012601425262115384
-228.25,2.8993856945121,2.899511984949808,-0.00012629043770795434
-228.0,2.898289734694296,2.8984163022260465,-0.0001265675317503323
-227.75,2.8971925723543888,2.89731941789313,-0.00012684553874109383
-227.5,2.896094204850421,2.896221329313116,-0.00012712446269524946
-227.25,2.894994629531716,2.895122033839366,-0.0001274043076500142
-227.0,2.8938938437388453,2.89402152881651,-0.00012768507766480752
-226.75,2.8927918448035843,2.892919811580405,-0.00012796677682080926
-226.5,2.8916886300488773,2.8918168794580996,-0.0001282494092222919
-226.25,2.8905841967887955,2.890712729767792,-0.00012853297899662053
-226.0,2.8894785423285008,2.8896073598187937,-0.00012881749029292067
-225.75,2.8883716639642034,2.8885007669114873,-0.00012910294728385452
-225.5,2.887263558983125,2.88739294833729,-0.00012938935416517694
-225.25,2.886154224663456,2.886283901378613,-0.0001296767151566236
-225.0,2.885043658274318,2.8851736233088183,-0.00012996503450013464
-224.75,2.883931857075721,2.8840621113921836,-0.00013025431646251917
-224.5,2.8828188183185253,2.882949362883858,-0.0001305445653327908
-224.25,2.881704539244398,2.881835375029824,-0.00013083578542572027
-224.0,2.880589017085775,2.880720145066854,-0.00013112798107872692
-223.75,2.879472249065817,2.8796036702224717,-0.00013142115665454313
-223.5,2.87835423239837,2.878485947714909,-0.00013171531653899393
-223.25,2.877234964287923,2.877366974753067,-0.00013201046514410564
-223.0,2.876114441929565,2.8762467485364693,-0.0001323066069045531
-222.75,2.874992662508943,2.8751252662552256,-0.00013260374628254468
-222.5,2.8738696232022223,2.8740025250899857,-0.0001329018877633814
-222.25,2.8727453211760405,2.8728785222118987,-0.00013320103585812149
-222.0,2.8716197535874657,2.871753254782569,-0.00013350119510313618
-221.75,2.8704929175839538,2.870626719954015,-0.00013380237006144213
-221.5,2.8693648103033054,2.8694989148686254,-0.00013410456532003678
-221.25,2.868235428873621,2.8683698366591135,-0.00013440778549256294
-221.0,2.8671047704132575,2.867239482448477,-0.00013471203521930875
-220.75,2.8659728320307845,2.8661078493499517,-0.00013501731916720772
-220.5,2.8648396108249403,2.8649749344669684,-0.00013532364202806235
-220.25,2.8637051038845858,2.863840734893107,-0.00013563100852120868
-220.0,2.862569308288661,2.8627052477120545,-0.00013593942339351628
-219.75,2.861432221106139,2.8615684699975565,-0.00013624889141761187
-219.5,2.860293839395982,2.8604303988133752,-0.00013655941739321165
-219.25,2.859154160207093,2.8592910312132425,-0.00013687100614934167
-219.0,2.858013180578273,2.8581503642408137,-0.00013718366254078518
-218.75,2.856870897538172,2.8570083949296228,-0.00013749739145074713
-218.5,2.855727308105245,2.855865120303035,-0.000137812197789966
-218.25,2.854582409287704,2.8547205373742015,-0.000138128086497602
-218.0,2.8534361980834704,2.8535746431460116,-0.000138445062541237
-217.75,2.8522886714801294,2.8524274346110463,-0.00013876313091687464
-217.5,2.851139826454881,2.8512789087515302,-0.00013908229664938432
-217.25,2.8499896599744936,2.850129062539286,-0.00013940256479250124
-217.0,2.8488381689952544,2.8489778929356833,-0.0001397239404288264
-216.75,2.8476853504629225,2.847825396891593,-0.00014004642867071482
-216.5,2.8465312013126796,2.846671571347339,-0.00014037003465938724
-216.25,2.84537571846908,2.8455164132326467,-0.00014069476356670663
-216.0,2.844218898846004,2.844359919466598,-0.0001410206205938458
-215.75,2.843060739346606,2.8432020869575787,-0.00014134761097261972
-215.5,2.8419012368632672,2.8420429126032314,-0.00014167573996415328
-215.25,2.8407403882775415,2.840882393290403,-0.00014200501286154577
-215.0,2.83957819046011,2.8397205258950975,-0.00014233543498765044
-214.75,2.838414640270727,2.8385573072824233,-0.00014266701169640683
-214.5,2.8372497345581706,2.8373927343065444,-0.00014299974837372886
-214.25,2.836083470160191,2.8362268038106273,-0.00014333365043617263
-214.0,2.8349158439034587,2.8350595126267915,-0.00014366872333271274
-213.75,2.8337468526035132,2.833890857576057,-0.00014400497254385414
-213.5,2.8325764930647113,2.8327208354682925,-0.000144342403581188
-213.25,2.831404762080173,2.8315494431021633,-0.00014468102199005628
-213.0,2.830231656431731,2.8303766772650785,-0.0001450208333473313
-212.75,2.829057172889875,2.8292025347331395,-0.00014536184326452428
-212.5,2.827881308213701,2.8280270122710847,-0.00014570405738378867
-212.25,2.826704059150856,2.8268501066322376,-0.00014604748138147272
-212.0,2.825525422437485,2.825671814558452,-0.00014639212096723142
-211.75,2.8243453947981747,2.8244921327800605,-0.00014673798188580278
-211.5,2.8231639729459017,2.8233110580158165,-0.00014708506991478743
-211.25,2.8219811535819765,2.8221285869728407,-0.00014743339086420448
-211.0,2.820796933395986,2.8209447163465686,-0.00014778295058270885
-210.75,2.819611309065741,2.8197594428206907,-0.00014813375494959757
-210.5,2.8184242772572197,2.8185727630671007,-0.0001484858098810271
-210.25,2.817235834624509,2.817384673745838,-0.00014883912132868105
-210.0,2.8160459778097517,2.81619517150503,-0.00014919369527843784
-209.75,2.8148547034430855,2.8150042529808386,-0.00014954953775303537
-209.5,2.813662008142589,2.8138119147973994,-0.00014990665481029453
-209.25,2.8124678885142225,2.8126181535667674,-0.00015026505254489564
-209.0,2.8112723411517706,2.8114229658888577,-0.00015062473708704616
-208.75,2.8100753626367827,2.810226348351388,-0.0001509857146051452
-208.5,2.808876949538517,2.80902829752982,-0.00015134799130311904
-208.25,2.807677098413877,2.8078288099873006,-0.0001517115734235297
-208.0,2.8064758058073584,2.806627882274603,-0.00015207646724446633
-207.75,2.805273068250983,2.8054255109300676,-0.0001524426790844302
-207.5,2.804068882264243,2.8042216924795413,-0.00015281021529833794
-207.25,2.8028632443540378,2.803016423436317,-0.00015317908227929777
-207.0,2.801656151014616,2.8018097003010753,-0.00015354928645949784
-206.75,2.800447598727511,2.8006015195618215,-0.00015392083431065018
-206.5,2.7992375839614816,2.7993918776938242,-0.00015429373234265853
-206.25,2.79802610317245,2.7981807711595557,-0.00015466798710583873
-206.0,2.796813152803439,2.7969681964086277,-0.0001550436051886983
-205.75,2.7955987292845084,2.7957541498777307,-0.00015542059322237733
-205.5,2.7943828290326946,2.7945386279905695,-0.0001557989578748753
-205.25,2.7931654484519433,2.7933216271578023,-0.0001561787058590447
-205.0,2.7919465839330493,2.792103143776974,-0.00015655984392459743
-204.75,2.790726231853591,2.7908831742324556,-0.00015694237886476614
-204.5,2.789504388577864,2.789661714895378,-0.00015732631751408377
-204.25,2.7882810504568187,2.788438762123568,-0.00015771166674927173
-204.0,2.7870562138279946,2.787214312261482,-0.00015809843348746355
-203.75,2.785829875015452,2.785988361640143,-0.00015848662469064578
-203.5,2.7846020303297094,2.7847609065770706,-0.00015887624736121708
-203.25,2.783372676067674,2.7835319433762207,-0.0001592673085468732
-203.0,2.7821418085125744,2.7823014683279115,-0.0001596598153370543
-202.75,2.7809094239338967,2.781069477708763,-0.00016005377486605354
-202.5,2.7796755185873137,2.779835967781625,-0.00016044919431124072
-202.25,2.7784400887146163,2.778600934795512,-0.00016084608089572683
-202.0,2.7772031305436475,2.7773643749855323,-0.00016124444188481135
-201.75,2.77596464028823,2.776126284572822,-0.0001616442845917554
-201.5,2.7747246141480986,2.774886659764473,-0.00016204561637422898
-201.25,2.7734830483088304,2.773645496753465,-0.00016244844463475516
-201.0,2.772239938941773,2.772402791718596,-0.00016285277682293042
-200.75,2.7709952822039754,2.7711585408244086,-0.00016325862043320427
-200.5,2.7697490742381143,2.769912740221124,-0.0001636659830097642
-200.25,2.7685013111724257,2.7686653860445665,-0.00016407487214076255
-200.0,2.767251989120629,2.767416474416092,-0.00016448529546320145
-199.75,2.7660011041818566,2.766166001442519,-0.00016489726066248878
-199.5,2.764748652440581,2.764913963216052,-0.00016531077547110584
-199.25,2.7634946299665404,2.7636603558142108,-0.00016572584767038379
-199.0,2.762239032814664,2.7624051752997545,-0.00016614248509050356
-198.75,2.760981857024999,2.761148417720611,-0.00016656069561182818
-198.5,2.759723098622635,2.7598900791097982,-0.0001669804871631264
-198.25,2.7584627536176285,2.7586301554853523,-0.00016740186772379317
-198.0,2.7572008180049266,2.75736864285025,-0.00016782484532340547
-197.75,2.755937287764292,2.7561055371923344,-0.00016824942804261056
-197.5,2.754672158860224,2.7548408344842366,-0.00016867562401268188
-197.25,2.7534054272418835,2.753574530683301,-0.00016910344141729539
-197.0,2.7521370888430132,2.7523066217315044,-0.0001695328884911973
-196.75,2.7508671395818602,2.7510371035553827,-0.00016996397352242454
-196.5,2.749595575361097,2.7497659720659478,-0.00017039670485052838
-196.25,2.748322392067742,2.7484932231586123,-0.00017083109087012716
-196.0,2.747047585573081,2.7472188527131074,-0.00017126714002646537
-195.75,2.7457711517325833,2.745942856593405,-0.00017170486082163094
-195.5,2.7444930863858255,2.744665230647636,-0.00017214426181055842
-195.25,2.743213385356406,2.7433859707080095,-0.00017258535160369348
-195.0,2.7419320444518656,2.742105072590732,-0.00017302813886654889
-194.75,2.740649059463605,2.740822532095924,-0.00017347263231881627
-194.5,2.7393644261668,2.739538345007539,-0.00017391884073880703
-194.25,2.73807814032032,2.73825250709328,-0.00017436677295989966
-194.0,2.736790197666642,2.736965014104515,-0.00017481643787276013
-193.75,2.735500593931769,2.735675861776193,-0.00017526784442400967
-193.5,2.734209324825141,2.734385045826762,-0.0001757210016211097
-193.25,2.732916386039552,2.7330925619580793,-0.00017617591852747694
-193.0,2.7316217732510633,2.731798405855329,-0.0001766326042655919
-192.75,2.730325482118917,2.730502573186934,-0.00017709106801699903
-192.5,2.7290275082854474,2.7292050596044715,-0.00017755131902408294
-192.25,2.7277278473759936,2.7279058607425823,-0.00017801336658873623
-192.0,2.7264264949988113,2.7266049722188845,-0.00017847722007324762
-191.75,2.725123446744985,2.725302389633885,-0.00017894288889985788
-191.5,2.7238186981883348,2.7239981085708895,-0.0001794103825547566
-191.25,2.72251224488533,2.7226921245959144,-0.00017987971058452956
-191.0,2.7212040823749954,2.721384433257594,-0.00018035088259837906
-190.75,2.7198942061788225,2.7200750300870915,-0.00018082390826901218
-190.5,2.7185826118006746,2.7187639105980077,-0.00018129879733308485
-190.25,2.7172692947266963,2.7174510702862857,-0.00018177555958942548
-190.0,2.7159542504252197,2.7161365046301227,-0.0001822542049030318
-189.75,2.7146374743466706,2.714820209089874,-0.00018273474320329441
-189.5,2.7133189619234725,2.7135021791079583,-0.0001832171844857733
-189.25,2.711998708569955,2.7121824101087655,-0.00018370153881042128
-189.0,2.7106767096822537,2.71086089749856,-0.0001841878163064692
-188.75,2.709352960638218,2.709537636665386,-0.0001846760271679848
-188.5,2.7080274567973106,2.708212622978967,-0.00018516618165653753
-188.25,2.7067001935005126,2.7068858517906165,-0.0001856582901038628
-188.0,2.705371166070223,2.7055573184331325,-0.00018615236290964177
-187.75,2.7040403698101616,2.7042270182207027,-0.00018664841054105707
-187.5,2.7027078000052684,2.702894946448806,-0.00018714644353767795
-187.25,2.701373451921603,2.701561098394111,-0.00018764647250790745
-187.0,2.700037320806245,2.7002254693143763,-0.00018814850813120287
-186.75,2.6986994018871906,2.6988880544483504,-0.00018865256115985218
-186.5,2.697359690373252,2.6975488490156683,-0.00018915864241630942
-186.25,2.6960181814539528,2.69620784821675,-0.00018966676279719152
-186.0,2.694674870299426,2.6948650472326983,-0.00019017693327239016
-185.75,2.693329752060309,2.6935204412251927,-0.00019068916488373944
-185.5,2.691982821867637,2.692174025336387,-0.0001912034687499009
-185.25,2.69063407483274,2.690825794688803,-0.00019171985606281083
-185.0,2.689283506047134,2.689475744385226,-0.0001922383380921211
-184.75,2.687931110582415,2.6881238695085967,-0.00019275892618164647
-184.5,2.6865768834901504,2.686770165121903,-0.00019328163175247326
-184.25,2.68522081980177,2.6854146262680754,-0.00019380646630517973
-184.0,2.683862914528459,2.684057247969875,-0.0001943334414158393
-183.75,2.6825031626610443,2.6826980252297856,-0.00019486256874134966
-183.5,2.6811415591698853,2.681336953029902,-0.00019539386001676817
-183.25,2.6797780990047637,2.6799740263318212,-0.00019592732705753235
-183.0,2.678412777094768,2.6786092400765287,-0.00019646298176079213
-182.75,2.6770455883481823,2.677242589184286,-0.0001970008361036335
-182.5,2.675676527652373,2.675874068554519,-0.00019754090214574305
-182.25,2.674305589873671,2.674503673065702,-0.0001980831920307402
-182.0,2.67293276985726,2.673131397575244,-0.00019862771798395684
-181.75,2.671558062427057,2.671757236919373,-0.00019917449231598994
-181.5,2.670181462385597,2.6703811859130187,-0.00019972352742181343
-181.25,2.6688029645139135,2.6690032393496956,-0.00020027483578211047
-181.0,2.6674225635714226,2.667623392001386,-0.00020082842996327344
-180.75,2.6660402542958,2.6662416386184193,-0.00020138432261918027
-180.5,2.664656031402863,2.6648579739293545,-0.00020194252649163857
-180.25,2.6632698895864464,2.6634723926408572,-0.00020250305441082972
-180.0,2.661881823518285,2.6620848894375797,-0.00020306591929486473
-179.75,2.6604918278478866,2.6606954589820395,-0.0002036311341528929
-179.5,2.6590998972024096,2.659304095914495,-0.00020419871208554596
-179.25,2.6577060261865384,2.657910794852821,-0.0002047686662827175
-179.0,2.656310209382359,2.656515550392386,-0.0002053410100271158
-178.75,2.6549124413492295,2.6551183571059256,-0.00020591575669604012
-178.5,2.653512716623656,2.6537192095434143,-0.0002064929197582721
-178.25,2.652111029719163,2.6523181022319418,-0.00020707251277896077
-178.0,2.6507073751261636,2.650915029675581,-0.00020765454941740202
-177.75,2.649301747311832,2.6495099863552607,-0.00020823904342881505
-177.5,2.647894140719969,2.648102966728636,-0.00020882600866700685
-177.25,2.646484549770874,2.646693965229955,-0.0002094154590808195
-177.0,2.6450729688612094,2.64528297626993,-0.0002100074087207915
-176.75,2.6436593923638676,2.6438699942356023,-0.0002106018717347169
-176.5,2.642243814627837,2.6424550134902076,-0.00021119886237075391
-176.25,2.640826229978066,2.6410380283730452,-0.00021179839497920128
-176.0,2.6394066327153265,2.6396190331993385,-0.00021240048401205414
-175.75,2.637985017116076,2.6381980222600996,-0.00021300514402344817
-175.5,2.63656137743232,2.6367749898219914,-0.00021361238967143592
-175.25,2.6351357078914712,2.635349930127191,-0.00021422223571976318
-175.0,2.6337080026962103,2.633922837393247,-0.00021483469703653668
-174.75,2.6322782560243434,2.6324937058129394,-0.0002154497885960005
-174.5,2.6308464620286593,2.631062529554141,-0.00021606752548164465
-174.25,2.629412614836789,2.6296293027596715,-0.00021668792288265237
-174.0,2.6279767085510555,2.628194019547155,-0.0002173109960996733
-173.75,2.6265387372483344,2.6267566740088757,-0.00021793676054127076
-173.5,2.625098694979902,2.6253172602116317,-0.0002185652317296949
-173.25,2.623656575771291,2.6238757721965884,-0.00021919642529732997
-173.0,2.622212373622141,2.6224322039791303,-0.00021983035698935893
-172.75,2.6207660825060466,2.620986549548714,-0.0002204670426673161
-172.5,2.6193176963704095,2.619538802868714,-0.00022110649830464624
-172.25,2.6178672091362842,2.618088957876277,-0.00022174873999292188
-172.0,2.6164146146982263,2.6166370084821664,-0.00022239378394006692
-171.75,2.614959906924137,2.6151829485706086,-0.0002230416464716889
-171.5,2.6135030796551084,2.6137267719991413,-0.00022369234403285532
-171.25,2.6120441267052668,2.6122684725984566,-0.00022434589318987008
-171.0,2.610583041861615,2.610808044172243,-0.00022500231062805298
-170.75,2.6091198188838747,2.6093454804970304,-0.00022566161315573652
-170.5,2.607654451504324,2.6078807753220286,-0.00022632381770471
-170.25,2.6061869334276375,2.60641392236897,-0.00022698894133243996
-170.0,2.6047172583307256,2.604944915331945,-0.00022765700121940569
-169.75,2.6032454198625685,2.6034737478772425,-0.00022832801467398411
-169.5,2.6017714116440516,2.602000413643185,-0.00022900199913333807
-169.25,2.6002952272678024,2.600524906239963,-0.00022967897216075173
-169.0,2.5988168602980193,2.599047219249471,-0.00023035895145184782
-168.75,2.5973363042703057,2.597567346225139,-0.0002310419548332554
-168.5,2.5958535526914996,2.5960852806917627,-0.00023172800026305396
-168.25,2.5943685990395045,2.5946010161453366,-0.00023241710583210562
-168.0,2.592881436763112,2.5931145460528806,-0.0002331092897684961
-167.75,2.591392059281836,2.591625863852269,-0.00023380457043309377
-167.5,2.589900459985729,2.590134962952056,-0.00023450296632665513
-167.25,2.5884066322352153,2.5886418367313024,-0.0002352044960871602
-167.0,2.586910569360906,2.587146478539397,-0.0002359091784911449
-166.75,2.5854122646634243,2.5856488816958816,-0.00023661703245725363
-166.5,2.583911711413224,2.5841490394902706,-0.00023732807704668346
-166.25,2.5824089028504087,2.5826469451818714,-0.00023804233146274
-166.0,2.580903832184549,2.581142591999603,-0.00023875981505394606
-165.75,2.5793964925944968,2.5796359731418117,-0.00023948054731492974
-165.5,2.5778868772282024,2.57812708177609,-0.0002402045478877568
-165.25,2.5763749792025257,2.576615911039088,-0.0002409318365623747
-165.0,2.5748607916030473,2.575102454036328,-0.00024166243328060943
-164.75,2.57334430748388,2.5735867038420133,-0.00024239635813305682
-164.5,2.5718255198674784,2.572068653498844,-0.00024313363136574395
-164.25,2.570304421744443,2.570548296017819,-0.00024387427337613232
-164.0,2.568781006073329,2.5690256243780487,-0.0002446183047197792
-163.75,2.567255265780448,2.567500631526556,-0.00024536574610767303
-163.5,2.565727193759675,2.5659733103780855,-0.00024611661841067445
-163.25,2.5641967828722443,2.5644436538149016,-0.0002468709426572957
-163.0,2.5626640259465536,2.562911654686593,-0.0002476287400394739
-162.75,2.5611289157779606,2.561377305809872,-0.00024839003191123865
-162.5,2.5595914451285795,2.5598405999683695,-0.0002491548397900445
-162.25,2.558051606727076,2.558301529912438,-0.0002499231853620998
-162.0,2.5565093932684624,2.55676008835894,-0.00025069509047748184
-161.75,2.554964797413887,2.555216267991045,-0.0002514705771581305
-161.5,2.5534178117904283,2.5536700614580217,-0.00025224966759340717
-161.25,2.551868428990878,2.552121461375027,-0.0002530323841489768
-161.0,2.550316641573535,2.550570460322896,-0.00025381874936059035
-160.75,2.548762442061985,2.549017050847926,-0.00025460878594074643
-160.5,2.547205822944887,2.5474612254616664,-0.00025540251677957926
-160.25,2.5456467766757553,2.5459029766406998,-0.00025619996494441466
-160.0,2.544085295672739,2.5443422968264233,-0.00025700115368421095
-159.75,2.5425213723184017,2.5427791784248313,-0.0002578061064295589
-159.5,2.5409549989594975,2.541213613806292,-0.00025861484679445823
-159.25,2.539386167906747,2.5396455953053256,-0.0002594273985785378
-159.0,2.5378148714346094,2.538075115220378,-0.0002602437857688322
-158.75,2.5362411017810556,2.536502165813597,-0.0002610640325415581
-158.5,2.5346648511473377,2.5349267393106003,-0.00026188816326255804
-158.25,2.5330861116977554,2.5333488279002476,-0.00026271620249218586
-158.0,2.5315048755594254,2.531768423734409,-0.00026354817498353
-157.75,2.529921134822042,2.5301855189277282,-0.00026438410568641046
-157.5,2.528334881537641,2.528600105557391,-0.0002652240197495992
-157.25,2.5267461077203635,2.5270121756628843,-0.0002660679425208201
-157.0,2.525154805346208,2.5254217212457584,-0.0002669158995503018
-156.75,2.523560966352793,2.5238287342693844,-0.0002677679165912217
-156.5,2.5219645826391086,2.5222332066587136,-0.0002686240196050349
-156.25,2.52036564606527,2.520635130300028,-0.0002694842347579218
-156.0,2.518764148452269,2.5190344970406975,-0.0002703485884283374
-155.75,2.517160081581723,2.517431298688928,-0.00027121710720479086
-155.5,2.51555343719562,2.5158255270135106,-0.0002720898178907305
-155.25,2.5139442069960647,2.5142171737435697,-0.00027296674750498795
-155.0,2.5123323826450212,2.512606230568307,-0.0002738479232857749
-154.75,2.5107179557640547,2.5109926891367436,-0.00027473337268890674
-154.5,2.5091009179340675,2.5093765410574616,-0.00027562312339401984
-154.25,2.5074812606950365,2.5077577778983433,-0.00027651720330679197
-154.0,2.5058589755457494,2.5061363911863057,-0.00027741564055627776
-153.75,2.504234053943534,2.5045123724070364,-0.00027831846350245826
-153.5,2.502606487303989,2.502885713004725,-0.00027922570073624087
-153.25,2.500976267000713,2.5012564043817944,-0.00028013738108123576
-153.0,2.4993433843650297,2.4996244378986265,-0.00028105353359686447
-152.75,2.4977078306857083,2.4979898048732894,-0.00028197418758102444
-152.5,2.4960695972086886,2.49635249658126,-0.0002828993725714213
-152.25,2.4944286751367972,2.4947125042551463,-0.0002838291183491215
-152.0,2.492785055629465,2.493069819084404,-0.0002847634549389966
-151.75,2.4911387298024406,2.491424432215055,-0.00028570241261460794
-151.5,2.4894896887275024,2.4897763347494,-0.0002866460218977629
-151.25,2.4878379234321666,2.4881255177457327,-0.00028759431356606413
-151.0,2.486183424899397,2.486471972218045,-0.00028854731864802474
