eta,R,gamma,g0,Q
0.15,2.0,21.022039639,19.155372972333332,0.48801253590855925
0.15,2.0,21.022039639,19.182039639,0.48800357625393176
0.15,2.0,21.022039639,19.208706305666666,0.4879946533358807
0.15,2.0,21.022039639,19.235372972333334,0.4879857669546917
0.15,2.0,21.022039639,19.262039638999997,0.48797691691200024
0.15,2.0,21.022039639,19.288706305666665,0.487968103010781
0.15,2.0,21.022039639,19.315372972333332,0.487959325055336
0.15,2.0,21.022039639,19.342039639,0.48795058285128623
0.15,2.0,21.022039639,19.368706305666667,0.48794187620555834
0.15,2.0,21.022039639,19.395372972333334,0.48793320492637615
0.15,2.0,21.022039639,19.422039638999998,0.4879245688232495
0.15,2.0,21.022039639,19.448706305666665,0.4879159677069641
0.15,2.0,21.022039639,19.475372972333332,0.48790740138957106
0.15,2.0,21.022039639,19.502039639,0.48789886968437673
0.15,2.0,21.022039639,19.528706305666667,0.48789037240593375
0.15,2.0,21.022039639,19.555372972333334,0.4878819093700297
0.15,2.0,21.022039639,19.582039638999998,0.4878734803936779
0.15,2.0,21.022039639,19.608706305666665,0.48786508529510786
0.15,2.0,21.022039639,19.635372972333332,0.48785672389375573
0.15,2.0,21.022039639,19.662039639,0.4878483960102541
0.15,2.0,21.022039639,19.688706305666667,0.48784010146642265
0.15,2.0,21.022039639,19.715372972333334,0.48783184008525965
0.15,2.0,21.022039639,19.742039638999998,0.48782361169093186
0.15,2.0,21.022039639,19.768706305666665,0.4878154161087651
0.15,2.0,21.022039639,19.795372972333332,0.4878072531652358
0.15,2.0,21.022039639,19.822039639,0.487799122687962
0.15,2.0,21.022039639,19.848706305666667,0.48779102450569345
0.15,2.0,21.022039639,19.87537297233333,0.4877829584483036
0.15,2.0,21.022039639,19.902039638999998,0.4877749243467807
0.15,2.0,21.022039639,19.928706305666665,0.4877669220332189
0.15,2.0,21.022039639,19.955372972333333,0.48775895134080943
0.15,2.0,21.022039639,19.982039639,0.4877510121038324
0.15,2.0,21.022039639,20.008706305666667,0.487743104157648
0.15,2.0,21.022039639,20.03537297233333,0.48773522733868846
0.15,2.0,21.022039639,20.062039638999998,0.4877273814844499
0.15,2.0,21.022039639,20.088706305666665,0.48771956643348274
0.15,2.0,21.022039639,20.115372972333333,0.487711782025385
0.15,2.0,21.022039639,20.142039639,0.48770402810079405
0.15,2.0,21.022039639,20.168706305666667,0.4876963045013775
0.15,2.0,21.022039639,20.19537297233333,0.4876886110698263
0.15,2.0,21.022039639,20.222039639,0.4876809476498465
0.15,2.0,21.022039639,20.248706305666666,0.4876733140861512
0.15,2.0,21.022039639,20.275372972333333,0.4876657102244532
0.15,2.0,21.022039639,20.302039639,0.4876581359114571
0.15,2.0,21.022039639,20.328706305666664,0.4876505909948516
0.15,2.0,21.022039639,20.35537297233333,0.48764307532330226
0.15,2.0,21.022039639,20.382039639,0.48763558874644364
0.15,2.0,21.022039639,20.408706305666666,0.48762813111487224
0.15,2.0,21.022039639,20.435372972333333,0.4876207022801387
0.15,2.0,21.022039639,20.462039639,0.48761330209474146
0.15,2.0,21.022039639,20.488706305666668,0.48760593041211786
0.15,2.0,21.022039639,20.51537297233333,0.48759858708663917
0.15,2.0,21.022039639,20.542039639,0.4875912719736015
0.15,2.0,21.022039639,20.568706305666666,0.4875839849292203
0.15,2.0,21.022039639,20.595372972333333,0.48757672581062206
0.15,2.0,21.022039639,20.622039639,0.4875694944758384
0.15,2.0,21.022039639,20.648706305666664,0.48756229078379926
0.15,2.0,21.022039639,20.67537297233333,0.4875551145943251
0.15,2.0,21.022039639,20.702039639,0.4875479657681209
0.15,2.0,21.022039639,20.728706305666666,0.4875408441667702
0.15,2.0,21.022039639,20.755372972333333,0.487533749652727
0.15,2.0,21.022039639,20.782039639,0.4875266820893101
0.15,2.0,21.022039639,20.808706305666664,0.4875196413406962
0.15,2.0,21.022039639,20.83537297233333,0.4875126272719146
0.15,2.0,21.022039639,20.862039639,0.48750563974883876
0.15,2.0,21.022039639,20.888706305666666,0.4874986786381819
0.15,2.0,21.022039639,20.915372972333333,0.4874917438074899
0.15,2.0,21.022039639,20.942039639,0.4874848351251349
0.15,2.0,21.022039639,20.968706305666664,0.4874779524603097
0.15,2.0,21.022039639,20.99537297233333,0.4874710956830212
0.15,2.0,21.022039639,21.022039639,0.48746426466408466
0.15,2.0,21.022039639,21.048706305666666,0.4874574592751171
0.15,2.0,21.022039639,21.075372972333334,0.4874506793885325
0.15,2.0,21.022039639,21.102039638999997,0.4874439248775345
0.15,2.0,21.022039639,21.128706305666665,0.48743719561611193
0.15,2.0,21.022039639,21.155372972333332,0.4874304914790318
0.15,2.0,21.022039639,21.182039639,0.48742381234183413
0.15,2.0,21.022039639,21.208706305666666,0.4874171580808267
0.15,2.0,21.022039639,21.235372972333334,0.48741052857307826
0.15,2.0,21.022039639,21.262039639,0.4874039236964139
0.15,2.0,21.022039639,21.288706305666665,0.48739734332940926
0.15,2.0,21.022039639,21.315372972333332,0.4873907873513846
0.15,2.0,21.022039639,21.342039639,0.4873842556424001
0.15,2.0,21.022039639,21.368706305666667,0.48737774808325013
0.15,2.0,21.022039639,21.395372972333334,0.4873712645554567
0.15,2.0,21.022039639,21.422039638999998,0.48736480494126644
0.15,2.0,21.022039639,21.448706305666665,0.48735836912364355
0.15,2.0,21.022039639,21.475372972333332,0.4873519569862655
0.15,2.0,21.022039639,21.502039639,0.4873455684135167
0.15,2.0,21.022039639,21.528706305666667,0.48733920329048463
0.15,2.0,21.022039639,21.555372972333334,0.48733286150295463
0.15,2.0,21.022039639,21.582039638999998,0.4873265429374036
0.15,2.0,21.022039639,21.608706305666665,0.4873202474809962
0.15,2.0,21.022039639,21.635372972333332,0.48731397502157975
0.15,2.0,21.022039639,21.662039639,0.48730772544767853
0.15,2.0,21.022039639,21.688706305666667,0.48730149864849004
0.15,2.0,21.022039639,21.715372972333334,0.48729529451387904
0.15,2.0,21.022039639,21.742039638999998,0.4872891129343734
0.15,2.0,21.022039639,21.768706305666665,0.4872829538011588
0.15,2.0,21.022039639,21.795372972333332,0.4872768170060752
0.15,2.0,21.022039639,21.822039639,0.4872707024416108
0.15,2.0,21.022039639,21.848706305666667,0.4872646100008975
0.15,2.0,21.022039639,21.87537297233333,0.48725853957770743
0.15,2.0,21.022039639,21.902039638999998,0.487252491066447
0.15,2.0,21.022039639,21.928706305666665,0.4872464643621539
0.15,2.0,21.022039639,21.955372972333333,0.4872404593604907
0.15,2.0,21.022039639,21.982039639,0.48723447595774194
0.15,2.0,21.022039639,22.008706305666667,0.48722851405080925
0.15,2.0,21.022039639,22.035372972333334,0.4872225735372065
0.15,2.0,21.022039639,22.062039638999998,0.48721665431505623
0.15,2.0,21.022039639,22.088706305666665,0.4872107562830844
0.15,2.0,21.022039639,22.115372972333333,0.4872048793406177
0.15,2.0,21.022039639,22.142039639,0.487199023387577
0.15,2.0,21.022039639,22.168706305666667,0.48719318832447533
0.15,2.0,21.022039639,22.19537297233333,0.48718737405241214
0.15,2.0,21.022039639,22.222039639,0.48718158047307036
0.15,2.0,21.022039639,22.248706305666666,0.4871758074887112
0.15,2.0,21.022039639,22.275372972333333,0.4871700550021711
0.15,2.0,21.022039639,22.302039639,0.487164322916857
0.15,2.0,21.022039639,22.328706305666667,0.4871586111367424
0.15,2.0,21.022039639,22.35537297233333,0.48715291956636375
0.15,2.0,21.022039639,22.382039639,0.4871472481108161
0.15,2.0,21.022039639,22.408706305666666,0.48714159667574936
0.15,2.0,21.022039639,22.435372972333333,0.48713596516736496
0.15,2.0,21.022039639,22.462039639,0.48713035349241063
0.15,2.0,21.022039639,22.488706305666668,0.487124761558178
0.15,2.0,21.022039639,22.51537297233333,0.48711918927249825
0.15,2.0,21.022039639,22.542039639,0.48711363654373824
0.15,2.0,21.022039639,22.568706305666666,0.4871081032807967
0.15,2.0,21.022039639,22.595372972333333,0.48710258939310125
0.15,2.0,21.022039639,22.622039639,0.4870970947906038
0.15,2.0,21.022039639,22.648706305666664,0.48709161938377765
0.15,2.0,21.022039639,22.67537297233333,0.4870861630836134
0.15,2.0,21.022039639,22.702039639,0.48708072580161554
0.15,2.0,21.022039639,22.728706305666666,0.487075307449799
0.15,2.0,21.022039639,22.755372972333333,0.4870699079406856
0.15,2.0,21.022039639,22.782039639,0.48706452718730064
0.15,2.0,21.022039639,22.808706305666668,0.4870591651031691
0.15,2.0,21.022039639,22.83537297233333,0.4870538216023125
0.15,2.0,21.022039639,22.862039639,0.48704849659924543
0.15,2.0,21.022039639,22.888706305666666,0.48704319000897206
0.15,2.0,21.022039639,22.915372972333333,0.48703790174698297
0.15,2.0,21.022039639,22.942039639,0.4870326317292519
0.15,2.0,21.022039639,22.968706305666664,0.48702737987223216
0.15,2.0,21.022039639,22.99537297233333,0.48702214609285344
0.15,2.0,21.022039639,23.022039639,0.4870169303085187
0.15,2.0,25.01085758,23.01085758,0.48701911524328
0.15,2.0,25.01085758,23.037524246666667,0.487013909870457
0.15,2.0,25.01085758,23.064190913333334,0.48700872236307646
0.15,2.0,25.01085758,23.090857579999998,0.4870035526397474
0.15,2.0,25.01085758,23.117524246666665,0.48699840061954075
0.15,2.0,25.01085758,23.144190913333333,0.4869932662219861
0.15,2.0,25.01085758,23.17085758,0.4869881493670686
0.15,2.0,25.01085758,23.197524246666667,0.48698304997522607
0.15,2.0,25.01085758,23.224190913333334,0.4869779679673452
0.15,2.0,25.01085758,23.250857579999998,0.48697290326475945
0.15,2.0,25.01085758,23.277524246666665,0.4869678557892455
0.15,2.0,25.01085758,23.304190913333333,0.48696282546302055
0.15,2.0,25.01085758,23.33085758,0.4869578122087388
0.15,2.0,25.01085758,23.357524246666667,0.48695281594948897
0.15,2.0,25.01085758,23.384190913333335,0.4869478366087919
0.15,2.0,25.01085758,23.41085758,0.4869428741105964
0.15,2.0,25.01085758,23.437524246666666,0.4869379283792772
0.15,2.0,25.01085758,23.464190913333333,0.4869329993396322
0.15,2.0,25.01085758,23.49085758,0.4869280869168793
0.15,2.0,25.01085758,23.517524246666667,0.48692319103665355
0.15,2.0,25.01085758,23.544190913333335,0.4869183116250045
0.15,2.0,25.01085758,23.57085758,0.48691344860839353
0.15,2.0,25.01085758,23.597524246666666,0.4869086019136911
0.15,2.0,25.01085758,23.624190913333333,0.4869037714681738
0.15,2.0,25.01085758,23.65085758,0.486898957199522
0.15,2.0,25.01085758,23.677524246666668,0.4868941590358166
0.15,2.0,25.01085758,23.704190913333335,0.4868893769055373
0.15,2.0,25.01085758,23.73085758,0.4868846107375589
0.15,2.0,25.01085758,23.757524246666666,0.4868798604611495
0.15,2.0,25.01085758,23.784190913333333,0.4868751260059674
0.15,2.0,25.01085758,23.81085758,0.4868704073020589
0.15,2.0,25.01085758,23.837524246666668,0.48686570427985565
0.15,2.0,25.01085758,23.86419091333333,0.4868610168701715
0.15,2.0,25.01085758,23.89085758,0.48685634500420133
0.15,2.0,25.01085758,23.917524246666666,0.4868516886135172
0.15,2.0,25.01085758,23.944190913333333,0.4868470476300662
0.15,2.0,25.01085758,23.97085758,0.48684242198616884
0.15,2.0,25.01085758,23.997524246666668,0.4868378116145156
0.15,2.0,25.01085758,24.02419091333333,0.486833216448165
0.15,2.0,25.01085758,24.05085758,0.4868286364205407
0.15,2.0,25.01085758,24.077524246666666,0.48682407146543
0.15,2.0,25.01085758,24.104190913333333,0.4868195215169805
0.15,2.0,25.01085758,24.13085758,0.4868149865096986
0.15,2.0,25.01085758,24.157524246666668,0.4868104663784467
0.15,2.0,25.01085758,24.18419091333333,0.4868059610584406
0.15,2.0,25.01085758,24.21085758,0.48680147048524813
0.15,2.0,25.01085758,24.237524246666666,0.48679699459478565
0.15,2.0,25.01085758,24.264190913333334,0.48679253332331696
0.15,2.0,25.01085758,24.29085758,0.4867880866074503
0.15,2.0,25.01085758,24.317524246666665,0.4867836543841366
0.15,2.0,25.01085758,24.344190913333332,0.48677923659066674
0.15,2.0,25.01085758,24.37085758,0.4867748331646694
0.15,2.0,25.01085758,24.397524246666666,0.48677044404410996
0.15,2.0,25.01085758,24.424190913333334,0.48676606916728654
0.15,2.0,25.01085758,24.45085758,0.4867617084728298
0.15,2.0,25.01085758,24.47752424666667,0.4867573618996987
0.15,2.0,25.01085758,24.504190913333332,0.4867530293871804
0.15,2.0,25.01085758,24.53085758,0.48674871087488675
0.15,2.0,25.01085758,24.557524246666667,0.4867444063027533
0.15,2.0,25.01085758,24.584190913333334,0.4867401156110359
0.15,2.0,25.01085758,24.61085758,0.4867358387403099
0.15,2.0,25.01085758,24.637524246666665,0.48673157563146763
0.15,2.0,25.01085758,24.664190913333332,0.48672732622571613
0.15,2.0,25.01085758,24.69085758,0.4867230904645754
0.15,2.0,25.01085758,24.717524246666667,0.4867188682898766
0.15,2.0,25.01085758,24.744190913333334,0.4867146596437597
0.15,2.0,25.01085758,24.77085758,0.48671046446867183
0.15,2.0,25.01085758,24.797524246666665,0.48670628270736477
0.15,2.0,25.01085758,24.824190913333332,0.4867021143028942
0.15,2.0,25.01085758,24.85085758,0.486697959198616
0.15,2.0,25.01085758,24.877524246666667,0.4866938173381863
0.15,2.0,25.01085758,24.904190913333334,0.4866896886655578
0.15,2.0,25.01085758,24.93085758,0.4866855731249796
0.15,2.0,25.01085758,24.957524246666665,0.48668147066099376
0.15,2.0,25.01085758,24.984190913333332,0.4866773812184345
0.15,2.0,25.01085758,25.01085758,0.4866733047424259
0.15,2.0,25.01085758,25.037524246666667,0.4866692411783804
0.15,2.0,25.01085758,25.064190913333334,0.4866651904719966
0.15,2.0,25.01085758,25.090857579999998,0.48666115256925746
0.15,2.0,25.01085758,25.117524246666665,0.486657127416429
0.15,2.0,25.01085758,25.144190913333333,0.4866531149600585
0.15,2.0,25.01085758,25.17085758,0.486649115146972
0.15,2.0,25.01085758,25.197524246666667,0.48664512792427306
0.15,2.0,25.01085758,25.224190913333334,0.4866411532393414
0.15,2.0,25.01085758,25.25085758,0.4866371910398303
0.15,2.0,25.01085758,25.277524246666665,0.4866332412736658
0.15,2.0,25.01085758,25.304190913333333,0.48662930388904446
0.15,2.0,25.01085758,25.33085758,0.4866253788344316
0.15,2.0,25.01085758,25.357524246666667,0.48662146605856005
0.15,2.0,25.01085758,25.384190913333335,0.4866175655104283
0.15,2.0,25.01085758,25.41085758,0.48661367713929854
0.15,2.0,25.01085758,25.437524246666666,0.48660980089469563
0.15,2.0,25.01085758,25.464190913333333,0.4866059367264052
0.15,2.0,25.01085758,25.49085758,0.4866020845844717
0.15,2.0,25.01085758,25.517524246666667,0.4865982444191973
0.15,2.0,25.01085758,25.544190913333335,0.48659441618113997
0.15,2.0,25.01085758,25.57085758,0.48659059982111225
0.15,2.0,25.01085758,25.597524246666666,0.48658679529017945
0.15,2.0,25.01085758,25.624190913333333,0.4865830025396578
0.15,2.0,25.01085758,25.65085758,0.48657922152111377
0.15,2.0,25.01085758,25.677524246666668,0.4865754521863612
0.15,2.0,25.01085758,25.704190913333335,0.4865716944874614
0.15,2.0,25.01085758,25.73085758,0.48656794837672046
0.15,2.0,25.01085758,25.757524246666666,0.486564213806688
0.15,2.0,25.01085758,25.784190913333333,0.48656049073015595
0.15,2.0,25.01085758,25.81085758,0.4865567791001569
0.15,2.0,25.01085758,25.837524246666668,0.48655307886996246
0.15,2.0,25.01085758,25.86419091333333,0.48654938999308234
0.15,2.0,25.01085758,25.89085758,0.48654571242326206
0.15,2.0,25.01085758,25.917524246666666,0.48654204611448243
0.15,2.0,25.01085758,25.944190913333333,0.4865383910209576
0.15,2.0,25.01085758,25.97085758,0.48653474709713374
0.15,2.0,25.01085758,25.997524246666668,0.486531114297687
0.15,2.0,25.01085758,26.024190913333335,0.486527492577524
0.15,2.0,25.01085758,26.05085758,0.48652388189177814
0.15,2.0,25.01085758,26.077524246666666,0.48652028219580973
0.15,2.0,25.01085758,26.104190913333333,0.4865166934452038
0.15,2.0,25.01085758,26.13085758,0.48651311559576993
0.15,2.0,25.01085758,26.157524246666668,0.486509548603539
0.15,2.0,25.01085758,26.18419091333333,0.4865059924247637
0.15,2.0,25.01085758,26.21085758,0.486502447015916
0.15,2.0,25.01085758,26.237524246666666,0.48649891233368664
0.15,2.0,25.01085758,26.264190913333334,0.48649538833498307
0.15,2.0,25.01085758,26.29085758,0.4864918749769288
0.15,2.0,25.01085758,26.317524246666668,0.48648837221686136
0.15,2.0,25.01085758,26.344190913333332,0.4864848800123325
0.15,2.0,25.01085758,26.37085758,0.48648139832110476
0.15,2.0,25.01085758,26.397524246666666,0.4864779271011518
0.15,2.0,25.01085758,26.424190913333334,0.48647446631065683
0.15,2.0,25.01085758,26.45085758,0.48647101590801106
0.15,2.0,25.01085758,26.47752424666667,0.4864675758518129
0.15,2.0,25.01085758,26.504190913333332,0.4864641461008656
0.15,2.0,25.01085758,26.53085758,0.48646072661417794
0.15,2.0,25.01085758,26.557524246666667,0.4864573173509613
0.15,2.0,25.01085758,26.584190913333334,0.4864539182706292
0.15,2.0,25.01085758,26.61085758,0.4864505293327964
0.15,2.0,25.01085758,26.637524246666665,0.48644715049727666
0.15,2.0,25.01085758,26.664190913333332,0.48644378172408287
0.15,2.0,25.01085758,26.69085758,0.48644042297342455
0.15,2.0,25.01085758,26.717524246666667,0.4864370742057079
0.15,2.0,25.01085758,26.744190913333334,0.4864337353815341
0.15,2.0,25.01085758,26.77085758,0.48643040646169783
0.15,2.0,25.01085758,26.79752424666667,0.48642708740718654
0.15,2.0,25.01085758,26.824190913333332,0.4864237781791794
0.15,2.0,25.01085758,26.85085758,0.486420478739046
0.15,2.0,25.01085758,26.877524246666667,0.4864171890483452
0.15,2.0,25.01085758,26.904190913333334,0.4864139090688241
0.15,2.0,25.01085758,26.93085758,0.48641063876241664
0.15,2.0,25.01085758,26.957524246666665,0.48640737809124324
0.15,2.0,25.01085758,26.984190913333332,0.4864041270176088
0.15,2.0,25.01085758,27.01085758,0.4864008855040024
0.25,2.0,14.134725141,12.134725141,0.49277573613182735
0.25,2.0,14.134725141,12.161391807666668,0.4927414167216278
0.25,2.0,14.134725141,12.188058474333333,0.49270731518179883
0.25,2.0,14.134725141,12.214725141,0.49267342968793937
0.25,2.0,14.134725141,12.241391807666668,0.4926397584345331
